cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
spyder mens clothing,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,"1,103",,0,,,,-,,,,,,,,,,,Clothing
spyder active shorts,spyder 运动短裤,,,视频广告词,0,1,B0BFDTMBGP,"2,355,789",992,31,3.13%,"23,954",418,1,0,103,9.6,2,54.70%,0.00%,$0.95 ,$0.68 - $1.11,B0D7W9GHPC,46.90%,0.00%,B0CW21V72H,4.70%,0.00%,B0BYH8MC77,3.10%,0.00%,"B0CW1XG9T3,B0CW1ZHD42,B0D7W9GHPC,B0D7W9R2B8,B0CPLWWP9R,B0BT5ZK2Y7,B0BT5PKWCJ,B0CLJKDB2W,B0CYV3YKH2,B08R7GNZTD","Shorts, Active"
sports shorts pack for men,,,,自然搜索词,0,3,B0151E6WPQ/B08JGBB9N1/B0C1365SJV,,,,,,,,,0,,5,,,,-,,,,,,,,,,,"Pack, Shorts, Sports"
sports shorts men,运动短裤男,,,自然搜索词,0,3,B00AKSCXEI/B0151E6WPQ/B0C1365SJV,"1,463,546","1,245",35,2.85%,"34,804",584,1,0,"17,847",0.1,4,13.70%,1.90%,$1.24 ,$0.98 - $1.37,B0BFDV4HHP,6.50%,1.90%,B08JGC1D2G,4.90%,0.00%,B0BS3S1MHC,2.30%,0.00%,"B0CRHF41F7,B08JGC1D2G,B07BPLHK9T,B0723CZCRJ,B0C1365SJV,B07H5QPL1R,B0CRRF28SH,B07CZBPF1B,B08JTQP6VY,B01AK7ZK7A","Shorts, Sports"
sports shorts for men with pockets,,,,自然搜索词,0,2,B00AKSCXEI/B0151E6WPQ,,,,,,,,,0,,19,,,,-,,,,,,,,,,,"Shorts, Sports"
sports short xxl,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Short, Sports"
sports jersey for men,男士运动衫,,,自然搜索词,0,1,B0151E6WPQ,"1,497,321",689,21,3.15%,"14,509",294,1,0,"40,936",0,3,17.60%,0.00%,$0.80 ,$0.60 - $1.00,B0BQRGJCRW,7.80%,0.00%,B0BQRG2NXZ,5.90%,0.00%,B091K2XDPF,3.90%,0.00%,"B0BQRG2NXZ,B07PDWLPF5,B091K1S1W8,B07K6CCLF9,B0B8CNSMZB,B09Y12FZGM,B07J5QGFNH,B01GH5KNR6,B07S86N99F,B09YBQYXDH","Jersey, Sports"
sports clothes for men,男士运动服,,,自然搜索词,0,2,B08JGBB9N1/B09P3T8X61,"2,001,535",546,16,3.05%,"11,843",230,1,0,"25,771",0,1,21.40%,0.00%,$1.29 ,$0.98 - $1.62,B07BLXWXP8,9.50%,0.00%,B08MLHY4JD,7.10%,0.00%,B07VTSD48H,4.80%,0.00%,"B07VTSD48H,B0785VMVF4,B08MLHY4JD,B08JGBB9N1,B01GH5GSLG,B0CSWHJ9BS,B07DRNTL8K,B08SM2V5XR,B07Y9MBKSN,B09ZCZTC2H",Sports
sports apparel,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,181,,,,-,,,,,,,,,,,Sports
sporting goods for men,,,,SP广告词,0,1,B0BFDVPFKX,,,,,,,,,"9,693",,0,,,,-,,,,,,,,,,,
sport shorts for men,男士运动短裤,,,自然搜索词,0,3,B00AKSCXEI/B0151E6WPQ/B0C1365SJV,"1,091,595","1,578",43,2.75%,"44,946",720,1,0,"18,126",0.1,4,11.50%,2.70%,$1.35 ,$1.00 - $1.69,B0723CZCRJ,5.00%,1.30%,B0BFDV4HHP,4.10%,0.00%,B0BS3S1MHC,2.40%,1.30%,"B0CRHF41F7,B08JGC1D2G,B07H5QPL1R,B0CRRF28SH,B0723CZCRJ,B07NDP7HYC,B0C1365SJV,B00KUL0W1G,B08LT9MJM2,B07BPLHK9T",Shorts
sport men,,,,自然搜索词,0,2,B0151E6WPQ/B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
sport equipment,运动器材,,,SP广告词,0,1,B0BFDTMBGP,"1,570,191","1,247",11,0.93%,"28,307",581,1,2,"4,336",0.3,19,18.10%,12.50%,$0.94 ,$0.77 - $1.19,B0CBJJL2F6,8.30%,12.50%,B0C3VC6K6G,5.60%,0.00%,B00WL6LC1W,4.20%,0.00%,"B08M5PHGSZ,B08SKBH8DM,B01GPBXP86,B00WL6LC1W,B0C3VC6K6G,B09DF9NWC7,B087X35JJ8,B097JQYZR1,B0016BQFSS,B0CSD1DDWD",
spiderman shorts men,,,,SP广告词,0,1,B0CHMN8TDS,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
speed dry short,,,,自然搜索词,0,1,B0C4GS3QJD,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Short
spandex shorts for men,男士氨纶短裤,,,自然搜索词,0,1,B09P3T8X61,"1,532,543",992,33,3.42%,"22,174",460,1,0,"5,094",0.2,6,15.60%,25.00%,$1.32 ,$0.99 - $1.64,B0CSS7DZ1G,6.30%,8.30%,B0CSSD88LX,4.70%,16.70%,B094JN6ZXT,4.70%,0.00%,"B0962XT4X8,B094JNYK97,B0CSS7DZ1G,B0874X78ZL,B01ES407HO,B0C2YFJSRC,B089T92G5J,B0CGR7CC4B,B082WDVVRR,B01I6NTSKK","Shorts, Spandex"
spaghetti man,意大利面人,,,SP广告词,0,1,B0CHMN7XFY,"1,315,150",789,403,51.20%,"21,413",302,10,0,148,5.3,1,98.20%,0.00%,$0.47 ,$0.34 - $0.60,B01L7VB28E,89.10%,0.00%,B01L7X41S0,7.30%,0.00%,B00X5G21NU,1.80%,0.00%,"B01L7X41S0,B07SHXYTFQ,B089NC551B,B07YLXSWJX,B0CH8BGV2S,B09Q1PW9JF,B00X5FWVYA,B0BX25HPCX,B06XHY7STB,B09P4F9CCD",Man
soprt,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
soothfeel shorts,,Y,,自然搜索词/AC推荐词,0,1,B09XQVCZ8B,,,,,,,,,192,,9,,,,-,,,,,,,,,,,Shorts
softball shorts men,垒球短裤男,,,自然搜索词/SP广告词,0,3,B00AKSCXEI/B08JGBB9N1/B0BFDTMBGP,"1,171,173","1,178",42,3.57%,"31,843",559,1,0,"1,426",0.8,4,22.70%,0.00%,$1.14 ,$0.86 - $1.44,B0BG6DP3WM,8.50%,0.00%,B0BHD576FF,7.70%,0.00%,B0BG69MR87,6.50%,0.00%,"B09HGSMD63,B0BGMG4SZY,B0BWFM2YWP,B082BFSFP1,B07WWSCCBS,B0B9NZW138,B07SM96ZXL,B0BFDVJ414,B0B1KQN6PZ,B089QY6Z9B","Softball, Shorts"
softball shorts,垒球短裤,,,自然搜索词,0,1,B0BFDRQLNC,"1,006,361","1,620",52,3.24%,"35,763",723,2,1,"3,638",0.5,27,14.10%,3.70%,$0.85 ,$0.68 - $1.05,B09LR914QH,4.90%,3.70%,B09LRBHHV7,4.60%,0.00%,B09LRBTDVH,4.60%,0.00%,"B09LRCSDGL,B093LVK9PD,B07YTPZF55,B0BWFM2YWP,B0B1KQN6PZ,B0874WGZCK,B09HGSMD63,B07L53687Y,B0BFDRQLNC,B07WWSCCBS","Softball, Shorts"
soft shorts men,柔软短裤男士,,,自然搜索词,0,2,B08JGBB9N1/B09T3QHVVM,"1,342,334","1,119",33,2.97%,"32,688",471,1,0,"13,840",0.1,4,12.80%,2.10%,$1.16 ,$0.87 - $1.46,B0723CZCRJ,4.80%,2.10%,B09DCVRMX6,4.00%,0.00%,B09T3QHVVM,4.00%,0.00%,"B09DCVRMX6,B09T3QHVVM,B08JGBB9N1,B0151E6XTG,B08D2TC7BT,B07HFGBPH8,B07PM92MH2,B085DRZMDN,B00AKSCZ6Y,B0CJJZVJV7","Soft, Shorts"
soft mens shorts,,,,自然搜索词,0,2,B08JGBB9N1/B09T3QHVVM,,,,,,,,,"10,401",,4,,,,-,,,,,,,,,,,"Soft, Shorts"
soft lounge shorts,,,,自然搜索词,0,1,B09T3QHVVM,,,,,,,,,"8,382",,5,,,,-,,,,,,,,,,,"Soft, Lounge, Shorts"
soccer shorts for men,男式足球短裤,,,自然搜索词,0,2,B0C1365SJV/B0CHMQ6Z7W,"2,062,794","1,312",42,3.22%,"35,408",615,1,0,"10,083",0.1,9,16.00%,0.00%,$1.24 ,$0.93 - $1.54,B0878Y8YRQ,5.30%,0.00%,B08791PX1J,5.30%,0.00%,B088Z8JJX2,5.30%,0.00%,"B089PJ47T6,B087M3MJ1L,B088Z8JJX2,B09Y2SZ95Z,B010DKQ8A2,B0BNW445NH,B093LSQQLX,B091MKL5M9,B09XWD44P5,B00HJTK2M6","Shorts, Soccer"
sleeping shorts for men,,,,自然搜索词,0,2,B08JGBB9N1/B09T3QHVVM,"2,062,021",,,,,,,,"2,118",,21,,,,-,,,,,,,,,,,"sleeping, Shorts"
sleep shorts for men,男士睡裤,Y,,自然搜索词/AC推荐词,0,1,B09T3QHVVM,"1,150,155","1,696",20,1.18%,"44,469",765,1,0,"2,081",0.8,8,16.60%,1.00%,$1.85 ,$1.38 - $2.30,B07PM93Y17,6.70%,1.00%,B09V6FN1Y7,5.60%,0.00%,B07HPCQ8CS,4.20%,0.00%,"B07PM93Y17,B09T3QHVVM,B00M0QFMSW,B07C3TBJWC,B08VFC3W7S,B07HFGBPH8,B08L4X2BJX,B0CRMM4J7P,B08FBJJBC2,B0151E6XTG",Shorts
sleep short,睡眠不足,,,自然搜索词,0,1,B09T3QHVVM,"2,353,647",790,23,2.99%,"20,578",358,1,36,"13,830",0.1,6,16.30%,0.00%,$0.83 ,$0.56 - $0.93,B0CDCPZBNG,5.50%,0.00%,B0CX2QD58X,5.50%,0.00%,B0D2VBS5BL,5.50%,0.00%,"B0CDCPZBNG,B0CX2QD58X,B094X7WVCF,B0BLZ2LZFX,B07PM93ZL1,B083BCP15Q,B0CX2RQB81,B07HFGYCJ9,B09T3QHVVM,B084X79TNG",Short
skora,,,,SP广告词,0,1,B09WMZR2XM,,,,,,,,,92,,4,,,,-,,,,,,,,,,,
skimmers,撇渣器,,,SP广告词,0,1,B0BFDTMBGP,"1,531,759",950,9,0.97%,"21,951",429,1,4,"8,160",0.1,24,24.20%,16.70%,$1.32 ,$0.99 - $1.64,B00178IMPO,9.70%,16.70%,B002DPY196,8.10%,0.00%,B0BSRQR395,6.50%,0.00%,"B0CQPN7CHC,B00178IMPO,B071D8R93Y,B0BNMV78C9,B0CSCWJ91S,B07KY22712,B0BSRQR395,B0BTX3GVKP,B08NPDS1C9,B0CRTNJQ9M",Ski
silky shorts men,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"3,724",,0,,,,-,,,,,,,,,,,"Silky, Shorts"
silky shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"3,745",,9,,,,-,,,,,,,,,,,"Silky, Shorts"
silkworld,丝绸世界,,,SP广告词,0,1,B0B9G7J8C7,"1,531,560","1,242",239,19.32%,"32,911",551,6,307,103,12.1,201,20.00%,0.00%,$1.10 ,$0.98 - $1.35,B0872XZ3KD,8.00%,0.00%,B099QXWX3B,6.70%,0.00%,B09VB9YV9B,5.30%,0.00%,"B0BCW62PW6,B0D2GYXG45,B0872XZ3KD,B07CPZP7PY,B0CZQGC89B,B0B4JNL2XG,B0CHP3SNTG,B09QD1BTGJ,B0CT8M8DF3,B0BYSVMPDB",Silk
shots for men,,,,自然搜索词,0,2,B00AKSCXEI/B08JGBB9N1,,,,,,,,,878,,1,,,,-,,,,,,,,,,,Hot
shorys,,,,自然搜索词,0,1,B01AK7Y102,"2,437,668",,,,,,,,"29,037",,0,,,,-,,,,,,,,,,,
shorts workout men,,Y,,AC推荐词,0,1,B08JGBB9N1,,,,,,,,,"8,881",,4,,,,-,,,,,,,,,,,"Shorts, Workout"
shorts with zippers,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,"9,824",,4,,,,-,,,,,,,,,,,Shorts
shorts with underwear built in men,男士内搭短裤,,,SP广告词,0,1,B0BFDSVMPF,"2,197,726",140,4,3.42%,"3,413",69,1,0,734,0.2,0,25.00%,0.00%,,-,B0BNW3V4V7,12.50%,0.00%,B07QV7SBW7,6.30%,0.00%,B09VBRB3KL,6.30%,0.00%,"B0BNW3V4V7,B08XM7421N,B09VBRB3KL,B08YP5BF2T,B089M1P84H,B08346CY99,B09WY9ZDCB,B0BLNRMJR4,B07CYGJNN7,B082XS37JW","Shorts, Underwear"
shorts with pockets for men,男式带口袋短裤,,,自然搜索词,0,5,B00AKSCXEI/B0151E6WPQ/B01AK7Y102/B09T3QHVVM/B09XQVCZ8B,"1,885,247",993,29,2.97%,"21,196",386,1,0,"25,795",0,23,10.90%,6.70%,$1.30 ,$1.00 - $1.49,B0CSDJ3K6J,4.70%,0.00%,B08JTQP6VY,3.10%,6.70%,B00KUL0W1G,3.10%,0.00%,"B08JG3T2SY,B07HNWC5LC,B07NDP7ZTX,B00XKYLJDU,B08JTQP6VY,B0D46GM438,B0CRRF28SH,B0BNMFGJC8,B072JBQRLG,B0B1LGYYKB",Shorts
shorts with elastic waist,,,,自然搜索词,0,1,B09T3QHVVM,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Elastic, Elastic Waist"
shorts under armour,盔甲下的短裤,,,自然搜索词,0,1,B01AK7Y102,"1,462,356","1,524",54,3.57%,"45,201",738,2,0,"1,615",0.9,19,13.00%,0.00%,$0.97 ,$0.70 - $1.07,B07PS6SV2L,4.70%,0.00%,B0C12XJ159,4.70%,0.00%,B0942X45Y3,3.50%,0.00%,"B0942X45Y3,B07CZLCJP4,B0C12XJ159,B082BFSFP1,B0942VLLMR,B0C12FKWG8,B08LPWB76Y,B089MQNZ41,B09X6R2FCS,B0C12RDLCP","Shorts, Under Armour"
shorts running men,短裤跑步男,,,自然搜索词,0,1,B09XQVCZ8B,"1,430,336","1,171",34,2.91%,"32,348",482,1,0,"14,309",0.1,4,16.70%,0.00%,$1.44 ,$1.08 - $1.79,B0D1QWYNH7,7.60%,0.00%,B0723CZCQT,4.60%,0.00%,B094F825VS,4.60%,0.00%,"B0BFDSB9YG,B0C12XJ159,B0D1QWYNH7,B09PYTB8SD,B08R7GNZTD,B073P3HRXJ,B09VBK13ZV,B094F825VS,B0CHHW2HNB,B0C27G2172","Shorts, Running"
shorts para hombre deportivos,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,440,,1,,,,-,,,,,,,,,,,"Shorts, Hombre"
shorts para gym hombre,运动短裤,,,自然搜索词,0,2,B01AK7Y102/B08JGBB9N1,"1,495,962",525,18,3.46%,"14,986",245,1,0,517,1,4,19.50%,0.00%,$1.16 ,$1.00 - $1.36,B09247MNRF,7.30%,0.00%,B09PQCFRZS,7.30%,0.00%,B0BS3S1MHC,4.90%,0.00%,"B0CRHF41F7,B09LTQWRV7,B0CRRF28SH,B07NDP7HYC,B0BNW5GGX7,B085NF55WL,B07H5P8M39,B08XM7421N,B08JGBB9N1,B09G272YSB","Shorts, Hombre, gym"
shorts pants for men,男士短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,262,743",690,23,3.40%,"15,168",310,1,0,"15,960",0,4,13.70%,0.00%,$1.02 ,$0.81 - $1.28,B07H5Q7BNT,5.90%,0.00%,B01BGZ244W,3.90%,0.00%,B0728KK8VK,3.90%,0.00%,"B07HNTTKZ6,B01JQTBSU6,B07H5PTQML,B016Y8263A,B00BBW2YKU,B08JGC1D2G,B0953MT8P7,B0C4CGLYK7,B0CRHF41F7,B01BGZ244W","Pants, Shorts"
shorts pack for men,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"19,708",,0,,,,-,,,,,,,,,,,"Pack, Shorts"
shorts mens athletic,,,,SP广告词,0,2,B0BFDRQLNC/B0C1365SJV,,,,,,,,,"23,732",,41,,,,-,,,,,,,,,,,"Athletic, Shorts"
shorts men's,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"44,612",,0,,,,-,,,,,,,,,,,Shorts
shorts men zipper pockets,短裤男士拉链口袋,,,SP广告词,0,1,B0BFDRQLNC,"1,782,850",791,21,2.74%,"18,260",304,1,0,"5,386",0.2,21,18.20%,5.60%,$1.39 ,$1.04 - $1.75,B08LTBLD95,10.90%,0.00%,B08VRLJFK2,3.60%,5.60%,B01FJNR0XM,3.60%,0.00%,"B0CJ1D8N79,B0CX54JVDP,B08LTBLD95,B0B1LGYYKB,B09VT6R6C7,B0BX7KWDWY,B09P3WHTC8,B0D2TJ12XX,B08VRDJ55L,B0D2S385WC","Zipper, Shorts, Zipper Pocket"
shorts men workout,短裤男士锻炼,,,自然搜索词,0,2,B01AK7Y102/B09P3T8X61,"1,462,353","1,398",37,2.69%,"33,800",567,1,0,"8,379",0.2,0,15.50%,6.70%,$1.57 ,$1.36 - $1.75,B089JY3L85,7.10%,0.00%,B08XM7421N,4.80%,0.00%,B01AK7Y102,3.60%,6.70%,"B09PYSSR6D,B07H5PTQML,B08JGBB9N1,B09P3RHNSY,B09LTRY112,B085NF55WL,B0723CZCQT,B0BZPMDBPM,B0BNW2RCPZ,B0987C93NK","Shorts, Workout"
shorts men under armour,盔甲下的短裤男士,,,自然搜索词,0,1,B01AK7Y102,"1,109,889","1,507",51,3.40%,"34,820",724,2,0,676,2.2,0,11.10%,0.00%,$1.39 ,$1.04 - $1.75,B0BZ8CRQ81,4.60%,0.00%,B0728BNL9X,3.60%,0.00%,B0942X45Y3,2.90%,0.00%,"B0942X45Y3,B082BFSFP1,B0C12L95VD,B0942ZZYV9,B07CZJCTGQ,B0886MZTWT,B09WD3YQGR,B0C13BX8CQ,B07PS6TVV7,B093M9HWD8","Shorts, Under Armour"
shorts men sports,,,,自然搜索词,0,3,B00AKSCXEI/B0151E6WPQ/B0C1365SJV,,,,,,,,,"19,250",,24,,,,-,,,,,,,,,,,"Shorts, Sports"
shorts men sport,,,,自然搜索词,0,5,B00AKSCXEI/B0151E6WPQ/B09XQVCZ8B/B0BFDTMBGP/B0C1365SJV,,,,,,,,,0,,45,,,,-,,,,,,,,,,,Shorts
shorts men running,短裤男士跑步,,,自然搜索词,0,1,B09XQVCZ8B,"1,369,897",862,30,3.55%,"21,324",341,1,0,"13,885",0.1,9,15.50%,0.00%,$1.50 ,$1.12 - $1.87,B09PYSSR6D,5.20%,0.00%,B0BFDSB9YG,5.20%,0.00%,B0CN16LDBN,5.20%,0.00%,"B0BFDSB9YG,B094F825VS,B08XM7421N,B0C12XJ159,B09PYTB8SD,B0CN16LDBN,B09VBK13ZV,B0D1QWYNH7,B0872XZ3KD,B073P3HRXJ","Shorts, Running"
shorts men pack of 5,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,"19,418",,13,,,,-,,,,,,,,,,,"Pack, Shorts"
shorts men nike para hombres,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,305,,4,,,,-,,,,,,,,,,,"Shorts, NIKE"
shorts men elastic waist,,,,自然搜索词,0,1,B09T3QHVVM,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Elastic, Elastic Waist"
shorts men dri fit,,Y,,AC推荐词,0,1,B08JGBB9N1,,,,,,,,,"1,145",,1,,,,-,,,,,,,,,,,Shorts
shorts men cotton,短裤男棉,Y,,AC推荐词,0,1,B0151E6WPQ,"628,615","3,022",19,0.63%,"79,313","1,465",1,0,"5,648",0.5,8,12.20%,4.80%,$1.65 ,$1.03 - $1.83,B0151E6WPQ,5.10%,2.40%,B0D2S5ZFLV,4.20%,0.80%,B0151E6OUY,2.90%,1.60%,"B09T3S3BCX,B0151E6WPQ,B00M0QFMSW,B09T3QJ8ZY,B0D2S5ZFLV,B007PXVAKE,B0BVMXG7PM,B00AKSCZ6Y,B009CTU9T2,B09DCTLVCC","Cotton, Shorts"
shorts men cortos sin bolsillos,,,,SP广告词,0,1,B00AKSCXEI,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
shorts men champion,短裤男子冠军,Y,,自然搜索词/AC推荐词,0,1,B01AK7Y102,"2,437,660",741,19,2.63%,"16,715",300,1,0,462,1.6,16,18.90%,0.00%,$1.35 ,$1.00 - $1.69,B00KUL0W1G,11.30%,0.00%,B0009GA7U8,3.80%,0.00%,B0036OS6KI,3.80%,0.00%,"B000J9YQOS,B00AKSCZ1E,B01AK7Y12A,B08BX5PF5C,B0009GA7U8,B07BYCNKM6,B0868VS5GY,B07DGMZLH1,B0CQ2ZJ5F8,B07TKLNDJQ","Shorts, Champion"
shorts men basketball,短裤 男子 篮球,,,SP广告词,0,1,B0BFDRQLNC,"1,090,895","1,277",39,3.07%,"25,717",512,1,0,"9,202",0.1,4,13.80%,4.70%,$1.12 ,$0.85 - $1.40,B07NDP7ZTX,5.40%,0.00%,B0723CZCRJ,4.20%,4.70%,B099RSXNQH,4.20%,0.00%,"B08JG3T2SY,B07NDP7ZTX,B07BPLHK9T,B0723CZCRJ,B0036OS6LC,B0D46HCPDF,B01AK7Z5BG,B0CRHDQ8DX,B08LTBN75C,B08S99RBHL","Basketball, Shorts"
shorts men athletic cotton,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,0,,74,,,,-,,,,,,,,,,,"Athletic, Cotton, Shorts"
shorts men 9 inch inseam,,,,自然搜索词,0,1,B00AKSCXEI,,,,,,,,,"2,542",,4,,,,-,,,,,,,,,,,"Shorts, Inseam"
shorts men 5 pack,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,"68,879",,4,,,,-,,,,,,,,,,,"Pack, Shorts"
shorts man,,,,自然搜索词/品牌广告词/SP广告词,0,2,B0BLKN87V4/B0C1365SJV,,,,,,,,,"44,521",,22,,,,-,,,,,,,,,,,"Shorts, Man"
shorts for under armour,铠甲的短裤,,,SP广告词,0,1,B00AKSCXEI,"1,399,387","1,950",50,2.61%,"41,421",820,2,0,"1,670",1.2,0,8.00%,0.00%,$1.44 ,$1.11 - $1.67,B0728BNL9X,2.70%,0.00%,B07PS6SV2L,2.70%,0.00%,B0874WGZ6H,2.70%,0.00%,"B0C12L95VD,B082BFSFP1,B0942VLLMR,B07L9JLP7R,B093MJ3S5Z,B0BGVTPZ3H,B093LW24H2,B07PS6SV2L,B09WCR8S2R,B0886MZTWT","Shorts, Under Armour"
shorts for tall men,高个子男士短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,648,236","1,117",28,2.55%,"28,391",457,1,0,"35,521",0,15,20.30%,9.10%,$1.75 ,$1.10 - $2.00,B082TJ8LV6,8.70%,0.00%,B09VT4WJ5S,5.80%,9.10%,B0BQR24NV5,5.80%,0.00%,"B082TJ8LV6,B00PI5FL1A,B089GTSLP5,B00EC87YQY,B077SP15PG,B09VT4WJ5S,B08JG3T2SY,B07NF3G29P,B0BFDVJ414,B01ISQF00W","Shorts, Tall"
shorts for short men,,,,自然搜索词,0,2,B00AKSCXEI/B0C1365SJV,,,,,,,,,"19,435",,0,,,,-,,,,,,,,,,,"Shorts, Short"
shorts for running for men,,,,自然搜索词/SP广告词,0,1,B09XQVCZ8B,,,,,,,,,"12,757",,9,,,,-,,,,,,,,,,,"Shorts, Running"
shorts for mens,,,,自然搜索词,0,3,B01AK7Y102/B0BLKN87V4/B0C1365SJV,,,,,,,,,"15,844",,2,,,,-,,,,,,,,,,,Shorts
shorts for men with elastic waist,,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09T3QHVVM,,,,,,,,,"3,501",,4,,,,-,,,,,,,,,,,"Shorts, Elastic, Elastic Waist"
shorts for men short,,,,自然搜索词,0,2,B00AKSCXEI/B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Short"
shorts for men gym,男士健身房短裤,,,自然搜索词,0,1,B01AK7Y102,"1,735,610",950,34,3.68%,"27,031",470,1,0,"8,428",0.1,0,12.90%,8.30%,$1.25 ,$1.00 - $1.50,B08JGBB9N1,4.80%,8.30%,B0CRHF41F7,4.80%,0.00%,B087F2XQ4M,3.20%,0.00%,"B08JGBB9N1,B0CRHF41F7,B09PYSSR6D,B0723CZCRJ,B0D2XLMYGW,B0CRRF28SH,B07H5QPL1R,B09LTQWRV7,B07NDP7HYC,B0BNW3CD3W","Shorts, gym"
shorts for men cotton,男士棉质短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,782,845","1,336",34,2.58%,"33,393",540,1,0,"8,608",0.2,23,8.00%,1.80%,$1.41 ,$1.00 - $2.00,B0D2S5ZFLV,3.30%,0.00%,B07H5QPL1R,2.90%,0.00%,B0151E6XTG,1.80%,1.80%,"B0151E6OUY,B09T3QJ8ZY,B00M0QFMSW,B00AKSCZ6Y,B0D2S5ZFLV,B007PXVAKE,B0BVMXG7PM,B09DCTLVCC,B08JGBB9N1,B0BTV3L1PV","Cotton, Shorts"
shorts for men big and tall,高大男士短裤,,,自然搜索词,0,2,B08JGBB9N1/B09T3QHVVM,"1,287,849","1,268",36,2.86%,"35,301",546,1,0,"43,234",0,4,10.50%,0.00%,$1.28 ,$1.04 - $1.60,B017GAFMRC,3.90%,0.00%,B07NDP7ZTX,3.50%,0.00%,B017YONTVQ,3.10%,0.00%,"B017YONTVQ,B017GAFMRC,B0921QWL1C,B0D1CVYY1G,B0CQ2ZJ5F8,B07R5Q9TRW,B07YP9JK3F,B00XKYLJA8,B008I581N2,B000OF4ON0","big, Shorts, Big And Tall, Tall"
shorts for men 7 inch,男式短裤 7 英寸,,,自然搜索词,0,1,B09P3T8X61,"1,005,965","1,574",44,2.85%,"33,359",610,1,4,"3,801",0.4,4,10.40%,1.60%,$1.04 ,$0.79 - $1.30,B08JDWY3KJ,4.30%,1.60%,B08JDWVDGZ,3.40%,0.00%,B0C26JGHGY,2.80%,0.00%,"B07F25B4GC,B08JDYVDRB,B0BXWDK38F,B0C4YR3NRY,B077RV5TZ5,B0C26JGHGY,B0BNW4VZPK,B07F27XC6G,B0D1GB9TZ4,B085NF55WL",Shorts
shorts for me,,,,自然搜索词,0,2,B08JGBB9N1/B0BFDTMBGP,,,,,,,,,"3,742",,4,,,,-,,,,,,,,,,,Shorts
shorts for man,男士短裤,,,自然搜索词/品牌广告词,0,2,B0BLKN87V4/B0C1365SJV,"1,341,590","1,310",38,2.96%,"28,498",595,1,0,"42,966",0,2,10.90%,0.00%,$1.48 ,$1.14 - $1.92,B078W113QW,3.60%,0.00%,B07H5QPL1R,3.60%,0.00%,B0CRHF41F7,3.60%,0.00%,"B08D2TC7BT,B07YP9TWCX,B0CSNTYBY1,B00BBW2XZG,B078VZ5QBW,B0C26D741D,B08LT9MJM2,B0151E6PB2,B07BPLHK9T,B07NDP7ZTX","Shorts, Man"
shorts for lightning deals of today prime,,,,自然搜索词,0,1,B0C4GRTZJR,,,,,,,,,"15,034",,0,,,,-,,,,,,,,,,,"Shorts, Prime"
shorts for gym men,健身男士短裤,,,自然搜索词,0,3,B01AK7Y102/B08JGBB9N1/B0C1365SJV,"1,782,844",425,14,3.40%,"10,388",212,1,0,"8,316",0.1,23,13.50%,10.00%,$1.46 ,$1.26 - $1.62,B08R7GNZTD,5.40%,0.00%,B08XM7421N,5.40%,0.00%,B0CRRFSBL2,2.70%,10.00%,"B0CRHF41F7,B0CRRF28SH,B08JGBB9N1,B0BNW2CZNM,B09PYSSR6D,B09LTQWRV7,B07NDP7HYC,B085NF55WL,B01AK7Z1ZG,B07H5P8M39","Shorts, gym"
