cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
camisa negra hombre,camisa negra hombre,,0.05%,自然搜索词/SP广告词,728 ,2.0,B087F14JLF/B0C7MWTWKF,"388,757","3,694 ",178 ,4.83%,"74,088 ","1,489 ",5 ,0.0,359 ,10.3,28 ,14.1%,3.4%,$0.47,$0.36 - $0.60,B094Z7YCTZ,6.0%,0.0%,B0CQX2DSVV,4.3%,3.4%,B0CQWW1J8V,3.8%,0.0%,"B0CQX2DSVV,B0CR3RGPQ5,B0C84TLMNP,B09JFZTWVJ,B0CC2GPR2H,B0CHFHQ2F8,B08F2ND1BC,B094Z7V8VM,B07JBRGFH4,B07612XWR9",Hombre
a shirt,一件衬衫,,0.05%,自然搜索词,719 ,2.0,B087F3JMFW/B0CHFG1KHT,"385,944","4,402 ",469 ,10.67%,"94,610 ","2,100 ",11 ,6.0,"2,769 ",1.6,24 ,20.6%,8.1%,$1.25,$1.04 - $1.46,B06XWH21JT,7.4%,0.9%,B00HVVVMM6,6.7%,2.6%,B00W80Z87K,6.4%,4.7%,"B00W80Z87K,B00HVVVMM6,B077ZH6ZRD,B06XWH21JT,B01AZS4B9C,B00XC0JBQE,B077ZJXCTS,B07JBS5BJQ,B0BV257YG8,B08F2P8CS9",Shirt
mens white shirts,男式白衬衫,,0.05%,自然搜索词,713 ,1.0,B0CHFG1KHT,"380,035","4,214 ",414 ,9.83%,"93,361 ","1,864 ",10 ,0.0,"51,354 ",0.1,8 ,10.6%,3.5%,$1.00,$0.89 - $1.11,B08638FL5G,3.8%,0.4%,B00VTV8ISK,3.7%,2.7%,B011QQE1HE,3.2%,0.4%,"B077ZCT9SS,B00VTV8ISK,B011QQE1HE,B000HOBYDG,B01GH5GSLG,B06WGXDZSJ,B00NOY2OUS,B0C3D89DTG,B075ZZ7XKD,B0CLKZK2KN",White
mens short sleeve button up,男士短袖纽扣,,0.05%,自然搜索词,710 ,1.0,B0C2H3D3T2,"163,731","12,365 ","1,284 ",10.39%,"274,726 ","5,924 ",30 ,0.0,"7,706 ",1.6,36 ,14.9%,0.6%,$1.11,$0.97 - $1.48,B08P7BS6SV,8.8%,0.0%,B0CWVFC899,4.2%,0.6%,B07JJJ6GR7,2.0%,0.0%,"B07JJJ6GR7,B083P3C62B,B0C5JBYWH7,B0BV241H3F,B0CX22CQGX,B0CQLNXRQM,B01MYH6PWW,B0CMV5H36S,B0BNLH7J1C,B07JHY5F25","Button, Short, Sleeve, Short Sleeve"
shirts men,男士衬衫,,0.05%,自然搜索词,710 ,1.0,B0C2H3D3T2,"148,496","13,205 ","1,361 ",10.31%,"334,744 ","5,139 ",31 ,1.0,"65,612 ",0.2,36 ,7.9%,2.0%,$0.46,$0.41 - $0.58,B0BZDLXKTS,2.8%,0.0%,B077ZJXCTS,2.7%,1.0%,B0BV241H3F,2.4%,1.0%,"B077ZJXCTS,B0016MQH4E,B08F2P8CS9,B0BV241H3F,B0785VMVF4,B086L4XXGF,B0BPDZ61XX,B078LC7GCX,B00NOY3JPC,B086L57B7J",Shirt
mens wrinkle free dress shirts,男式防皱礼服衬衫,,0.05%,自然搜索词,709 ,2.0,B087DXNJFV/B087F3JMFW,"410,549","3,459 ",649 ,18.79%,"79,343 ","1,431 ",15 ,0.0,"2,552 ",1.4,11 ,12.6%,0.0%,$1.26,$1.12 - $1.44,B009ESZFLI,5.0%,0.0%,B08ZRX3WQX,4.6%,0.0%,B06Y4FJZWL,3.0%,0.0%,"B009ESZFLI,B09JFQR4DC,B09XJ6VGXR,B0979JQTN7,B06Y4FJZWL,B0BF9P1828,B0195YYKGG,B0CHJDB9V3,B0CJVL2TL7,B0BYHC7PK4","Dress, Wrinkle Free"
shirts linen men's,衬衫 亚麻 男士,,0.05%,自然搜索词/SP广告词,707 ,1.0,B0C2H3D3T2,"380,558","4,650 ",471 ,10.14%,"125,865 ","2,134 ",11 ,0.0,"5,911 ",0.8,6 ,12.4%,0.0%,$1.20,$0.80 - $2.41,B0CPTHL7KT,4.9%,0.0%,B086DBVT3F,4.3%,0.0%,B0BVB6LQPT,3.2%,0.0%,"B0BVB6LQPT,B0CWKTJHGV,B08CGQ1Q6F,B0CQ1KKKGJ,B086D42D51,B0C3D5HR1L,B0BF5FH1GG,B0CCNB7YCQ,B0CMH4P6NP,B083K7W772",Linen
mens country concert outfits,男式乡村音乐会装束,,0.05%,自然搜索词,705 ,1.0,B0C2H3D3T2,"410,533","4,006 ",127 ,3.18%,"102,969 ","1,944 ",3 ,0.0,652 ,6.1,32 ,12.2%,1.0%,$0.93,$0.69 - $1.15,B07WFWMZKK,5.0%,0.0%,B0BV241H3F,3.8%,1.0%,B08GNV5QMT,3.3%,0.0%,"B0BV241H3F,B07WFWMZKK,B083P3S91Z,B01GQBVKXW,B07JQPVG22,B0813RZHCC,B092JCRZDD,B0754N72LQ,B07GMB1VX7,B0C7GXP887",Country
mens shirts casual,男式衬衫休闲,,0.05%,自然搜索词,704 ,1.0,B0C2H3D3T2,"31,985","47,863 ","4,116 ",8.60%,"999,537 ","20,459 ",94 ,0.0,"62,174 ",0.8,122 ,6.1%,1.5%,$1.87,$1.17 - $2.05,B0BVB6LQPT,2.4%,0.7%,B077765WMW,2.1%,0.7%,B0BV241H3F,1.6%,0.2%,"B0BVB6LQPT,B0CQLPRMLB,B077765WMW,B0CZSCZ6M9,B06WVHV3W9,B0CJTYPXLB,B07NFSV1WB,B01GH5JQSI,B0CW39BXTQ,B01EKB4762",Casual
mens white dress shirt short sleeve,男士白色正装衬衫短袖,,0.05%,品牌广告词,704 ,3.0,B09XX7ND2T/B087F14JLF/B0CHFG1KHT,"410,547","3,846 ",123 ,3.22%,"102,931 ","1,868 ",3 ,0.0,"2,923 ",1.3,26 ,20.2%,7.0%,$0.85,$0.69 - $1.70,B0CWVFMRT9,7.8%,2.6%,B000PHI5LE,6.4%,2.6%,B09Q53NNX5,6.0%,1.8%,"B00GJB27D2,B000PHI5LE,B09Q53NNX5,B0CP2H2RKN,B0CSCN6VLS,B00KXKZ9IU,B0CR36G755,B0CQLPPT37,B0CQMCG4K2,B0CWVF7DM2","Shirt, Short, Dress, Short Sleeve, White, Sleeve"
beach,海滩,,0.05%,SP广告词,701 ,2.0,B0C2H58ZDM/B087F3JMFW,"5,007","190,103 ",817 ,0.43%,"4,932,824 ","82,471 ",20 ,158.0,"83,527 ",2.3,640 ,9.5%,3.4%,$1.50,$0.80 - $1.88,B08X6VQBGJ,4.1%,1.1%,B00CUSO8XK,3.1%,0.0%,B0BY8SY7N4,2.3%,2.3%,"B00HA2ZKCO,B00ANL8QHA,B07CZBW8MJ,B0BQRDKRL6,B0BVB6FXR1,B0047ZADSI,B0CXC8XLYN,B07X1YDGSF,B0C82W178W,B00HNSSV0S",Beach
goth clothes men,哥特衣服男,,0.05%,自然搜索词,693 ,2.0,B087F6HJHW/B0CHFG1KHT,"401,988","3,351 ",116 ,3.48%,"96,060 ","1,295 ",3 ,0.0,"3,388 ",1.0,27 ,8.1%,5.1%,$0.47,$0.36 - $0.60,B09MC21WGY,3.0%,0.0%,B09Q286T2K,2.8%,0.0%,B0CCSZQ8BS,2.3%,5.1%,"B09CQ3SV34,B07RM8CY6K,B074TYVVPG,B0794QRL5S,B09L18YQ4F,B09MC21WGY,B0CCSZQ8BS,B0CVHFHQ8Y,B09NY4TX5Q,B0B51MKYCB",
alfani shirts for men,阿尔法尼男士衬衫,,0.05%,自然搜索词,692 ,2.0,B087DXNJFV/B08GWQDSK1,"417,444","3,296 ",85 ,2.60%,"68,625 ","1,540 ",2 ,0.0,320 ,10.3,26 ,16.6%,3.2%,$1.20,$0.89 - $1.50,B07MJ2H27Z,9.4%,3.2%,B07MLM3Z28,4.7%,0.0%,B0CVPCVKWC,2.5%,0.0%,"B0CQLRQCYF,B07MJ2H27Z,B0BNL74ZDL,B0CR3RGPQ5,B0BV236Z29,B00BM48BTA,B0CKQF5T21,B0CPWSXC5T,B0CWVWMPTT,B08288S5GB",Alfani
button up,扣上,,0.05%,自然搜索词,689 ,1.0,B0CHFG1KHT,"388,741","4,076 ",125 ,3.09%,"101,021 ","1,953 ",3 ,16.0,"23,110 ",0.2,90 ,9.2%,0.0%,$1.50,$1.12 - $1.87,B0C2H1DTG4,4.7%,0.0%,B0CP372HT8,2.4%,0.0%,B0BKCBK6DM,2.1%,0.0%,"B0CL6W4BHQ,B0C5JDDFRQ,B0BKCBK6DM,B0CX1LJCFP,B0CNXK4KRH,B07756XY2P,B0BV241H3F,B0CWH35742,B083P3C62B,B0CL9Q4YNB","Button, Button Up"
alfani,杏仁糖(Alfani),,0.05%,自然搜索词/视频广告词,689 ,1.0,B0CHFG1KHT,"411,815","3,570 ",125 ,3.51%,"93,397 ","1,562 ",3 ,93.0,"1,011 ",3.5,25 ,9.1%,0.0%,$1.30,$0.98 - $1.63,B07MJ2H27Z,4.8%,0.0%,B0CVMWKRKD,2.2%,0.0%,B07WSK6F1X,2.1%,0.0%,"B07WSK6F1X,B07R75XKQ6,B07MJ2H27Z,B07MDQGS8Z,B0D13BMJ8M,B0CWVWMPTT,B08LP5XJDK,B09XPLRVXR,B01KAU140O,B08NWP75H4",Alfani
cuban shirts for men,男士古巴衬衫,,0.05%,自然搜索词,689 ,2.0,B0C7MX2L6L/B0C2H3D3T2,"92,938","20,519 ",61 ,0.30%,"560,403 ","8,915 ",2 ,0.0,"1,040 ",19.7,21 ,11.5%,0.8%,$0.92,$0.68 - $1.14,B0CYZKB7FC,4.7%,0.2%,B09NCBS6JC,4.0%,0.6%,B09NC636SF,2.9%,0.0%,"B0CSDB87XL,B0CJV1RLCH,B09N6SFQJJ,B09NCBS6JC,B0CPSSTYGV,B0B1TT3D64,B0CYZKB7FC,B0CK2SNNG5,B0BKSSDD6M,B07GBLFV68",cuban shirt
mens beach outfit,男士沙滩装,,0.04%,自然搜索词,687 ,1.0,B0C2H3D3T2,"159,361","12,758 ",30 ,0.24%,"319,013 ","5,618 ",1 ,0.0,"7,871 ",1.6,68 ,9.7%,2.2%,$0.91,$0.68 - $1.13,B087BSB97L,4.1%,0.4%,B0BV241H3F,2.8%,1.8%,B09QCR8R7T,2.8%,0.0%,"B0BV241H3F,B0CKQQ71CM,B087BSB97L,B0B1N49ZJG,B0C22WF5NF,B0BZ123XFG,B0CN998J16,B09QCR8R7T,B0CMPXW4KB,B0CPKV9ZH1","Beach, Outfit"
big and tall shirts for men,大而高的男士衬衫,,0.04%,SP广告词,686 ,3.0,B0C7MWTWKF/B087F14JLF/B087F3JMFW,"11,594","116,058 ",69 ,0.06%,"2,542,322 ","48,097 ",3 ,6.0,"69,269 ",1.7,79 ,6.7%,0.4%,$0.87,$0.76 - $1.00,B0C1HQ3TVB,3.3%,0.1%,B09FKJJCSY,1.9%,0.0%,B0BPDZ61XX,1.5%,0.3%,"B07QRWJ2MY,B000Q9WILY,B0BPDZ61XX,B0C1HQ3TVB,B00JUM8WEU,B01M0R0HRW,B00VZYXF9I,B09P229LM5,B0BPDWQCRM,B08NWJL7VX","Tall, big, Big And Tall"
striped shirt men,条纹衬衫男,,0.04%,自然搜索词,681 ,2.0,B0C2H3D3T2/B0C2H58ZDM,"414,076","3,585 ",116 ,3.26%,"78,087 ","1,590 ",3 ,0.0,"8,772 ",0.4,10 ,10.8%,6.9%,$1.23,$1.02 - $1.37,B07K1QGFVQ,5.0%,4.1%,B07K1HWRPR,3.5%,2.7%,B07SQQ7ZMH,2.3%,0.0%,"B07K1QGFVQ,B09V335QYZ,B07GYSCZMD,B0BQ2FR5FF,B07K1HWRPR,B0B3D51WYB,B07XG5GNFH,B07MW4HVL1,B09TR78CVS,B07C95ZCP2","Shirt, Stripe"
long sleeve white shirt men,长袖白衬衫男士,,0.04%,自然搜索词/视频广告词,674 ,1.0,B0CHFG1KHT,"427,441","3,538 ",128 ,3.62%,"90,312 ","1,718 ",3 ,0.0,"10,148 ",0.4,48 ,23.4%,2.8%,$1.00,$0.75 - $1.25,B07683B1ZH,12.3%,2.8%,B087JMR92J,5.9%,0.0%,B0D17LD89N,5.2%,0.0%,"B07683B1ZH,B00O2TEYT8,B0C94VGMSD,B072C48XGW,B07MDCS7HM,B00JUM5WUM,B00KBZSTAW,B00KBZPPZY,B09JFR5KZQ,B0CQKD183P","Shirt, Long Sleeve, Long, White, Sleeve"
white button down,白色纽扣衫,,0.04%,自然搜索词/SP广告词,668 ,1.0,B0CHFG1KHT,"417,207","3,281 ",177 ,5.42%,"96,909 ","1,313 ",5 ,0.0,"42,067 ",0.1,11 ,11.8%,4.5%,$0.77,$0.58 - $0.98,B09Q8XG9DW,4.3%,2.3%,B0071781YM,4.1%,0.0%,B09JFR5KZQ,3.4%,2.3%,"B09PZXDHR3,B0071781YM,B06XWMF24R,B09JFR5KZQ,B0B28RYDQB,B00X9HPTMU,B0BPDK7BBZ,B0BRYHQRDR,B09Q8X2CKW,B0BR35JLFK","Button, White, Button Down"
airplane pockets,飞机口袋,,0.04%,自然搜索词,667 ,1.0,B0D7W625Z3,"409,102","4,069 ",113 ,2.80%,"101,923 ","1,767 ",3 ,3.0,485 ,8.4,25 ,82.1%,81.2%,$0.86,$0.64 - $1.08,B07WCXP7CH,73.4%,78.7%,B0D2HSXP7X,5.4%,2.5%,B0CNCV7KX4,3.3%,0.0%,"B07WCXP7CH,B0D2HSXP7X,B0CNCV7KX4,B0D4LV69XP,B0CJMRQLZ8,B0CPLTWF7H,B084GWH2MQ,B0C92HNDW1,B0CJ3V2KYZ,B0CQN62SBW",Airplane
black shirts for men,男士黑色衬衣,,0.04%,自然搜索词,667 ,1.0,B087F14JLF,"27,006","51,860 ","4,050 ",7.81%,"1,145,277 ","23,132 ",92 ,0.0,"67,428 ",0.8,179 ,17.9%,2.9%,$0.92,$0.68 - $1.14,B072V8Y2C8,9.1%,1.0%,B07JBRGFH4,4.4%,1.5%,B071WY2Q29,4.4%,0.4%,"B07JBRGFH4,B08F2ND1BC,B00KBZOTKG,B00NOY3JPC,B07612XWR9,B00KBZT9ZQ,B0BNP8V29K,B07FMZBNX5,B072V8Y2C8,B06W5SPL6M",Black
mens camp shirt,男式夏令营衬衫,,0.04%,自然搜索词/SP广告词,658 ,1.0,B0C2H3D3T2,"416,080","4,736 ",457 ,9.66%,"102,877 ","1,994 ",11 ,0.0,"3,851 ",1.2,31 ,9.7%,0.0%,$1.00,$0.75 - $1.25,B0C2H785QK,3.8%,0.0%,B0C1KHWDL5,3.3%,0.0%,B0C2H3D3T2,2.6%,0.0%,"B0CN8YL9ZR,B0C4FMS7PQ,B0C1KHWDL5,B09N6FHKH7,B0CT2T1D1C,B0CQYX8MYL,B00L2J75EW,B0CPPNFVLP,B0BKT3GH7G,B0CK2JFQZK","Shirt, Camp Shirt"
white tuxedo shirt for men,男士白色燕尾服衬衫,,0.04%,自然搜索词/品牌广告词/视频广告词,650 ,1.0,B0CHFG1KHT,"411,613","3,576 ",37 ,1.04%,"77,771 ","1,670 ",1 ,0.0,515 ,6.9,9 ,21.6%,7.0%,$1.59,$1.23 - $1.91,B0B66K4422,10.1%,1.4%,B0CQX37DZH,8.2%,3.5%,B0CQX2JP45,3.4%,2.1%,"B0CQX37DZH,B0BZWBCWDV,B01N6IWA5A,B0B66K4422,B078JFL17F,B00NV5X47M,B09JFR8HTV,B00NV5VVOK,B016APUYIQ,B019LXRF4A","Shirt, Tuxedo, White, Tuxedo Shirt"
tux shirts for men,男士晚礼服,,0.04%,自然搜索词/品牌广告词,650 ,2.0,B087F14JLF/B0CHFG1KHT,"775,650","1,945 ",10 ,0.54%,"54,554 ",909 ,1 ,0.0,336 ,5.8,16 ,20.2%,2.8%,$1.16,$0.87 - $1.46,B013MK0H52,8.3%,1.4%,B0CQX37DZH,7.0%,1.4%,B075M25L87,4.9%,0.0%,"B0CQX37DZH,B0B66K4422,B0BZWB3MVC,B00NV5V9ZQ,B000G01UDA,B01N6IWA5A,B019LXRC5W,B01M170764,B09JFR8HTV,B00NV5XDP0","Tux, Shirt"
linen shirts men,亚麻衬衫男士,,0.04%,自然搜索词/SP广告词,640 ,1.0,B0C2H3D3T2,"436,285","3,668 ",27 ,0.76%,"87,345 ","1,497 ",1 ,0.0,"5,736 ",0.6,39 ,9.6%,3.0%,$1.09,$0.81 - $1.36,B0BVB6LQPT,4.3%,2.0%,B0BVB6FXR1,2.8%,1.0%,B0BV27DL6Y,2.4%,0.0%,"B0BVB6LQPT,B08CGQ1Q6F,B0CLL2CCJR,B0CWH3G4KM,B086D42D51,B0CWKTJHGV,B0CP1N34D6,B0C6SPBJ46,B0CQ1KKKGJ,B0CJTXTHLR",Linen
purple long sleeve shirt,紫色长袖衬衫,,0.04%,SP广告词,635 ,3.0,B08GX1HXDW/B0CHFJ35WM/B087DXNJFV,"449,332","2,605 ",261 ,10.05%,"74,278 ","1,194 ",6 ,0.0,"29,130 ",0.1,227 ,18.2%,4.7%,$0.93,$0.69 - $1.15,B0D2RD4L48,8.8%,0.0%,B0719RB8TV,5.2%,4.7%,B0D7W8GSNJ,4.2%,0.0%,"B0719RB8TV,B0D2RD4L48,B01I8JKRH0,B0C4Z5LDLY,B0CB2FR7XY,B01IBZD8TK,B01EGPNQQE,B0CZ46FF5L,B07NBVJTRP,B07NBV1R4B","Shirt, Long Sleeve, Long, Purple, Sleeve"
men’s dress shirt,男士正装衬衫,,0.04%,自然搜索词/品牌广告词,632 ,3.0,B087F14JLF/B087F3JMFW/B0CHFG1KHT,"903,570","2,130 ",282 ,13.27%,"50,944 ",909 ,7 ,0.0,"8,565 ",0.3,4 ,14.9%,1.8%,$0.20,$0.18 - $0.21,B009ESZFMC,6.1%,1.8%,B09W26RM6G,4.8%,0.0%,B08ZRX3WQX,4.1%,0.0%,"B009ESZFSQ,B09N8ZBLMZ,B00BM48E92,B000PHG4N0,B00D1SQBQK,B0CR3RGPQ5,B0CQX29KPG,B0775MHKD6,B0195YYE1C,B0CN14H1KZ","Shirt, Dress Shirt, Dress"
mens tall dress shirts,男式高大礼服衬衫,,0.04%,SP广告词,627 ,3.0,B087F14JLF/B0CHFG1KHT/B087DXNJFV,"866,799","1,468 ",149 ,10.18%,"31,293 ",685 ,4 ,0.0,"8,580 ",0.2,4 ,19.7%,0.0%,$1.86,$1.39 - $2.32,B07CJT32DC,11.3%,0.0%,B09QYCT3ZW,5.3%,0.0%,B0C49Y4YXF,3.1%,0.0%,"B07CJT32DC,B0C49Y4YXF,B07DPMCGGQ,B0979JBH2X,B0B25C3WQT,B06Y4FWGTJ,B07RJTBNKY,B0BTHLPLP6,B00BJGGKCG,B007GBZPJC","Dress Shirt, Tall, Dress"
black mens dress shirt,黑色男式衬衫,,0.04%,自然搜索词,625 ,1.0,B087F14JLF,"453,933","3,060 ",515 ,16.87%,"78,336 ","1,515 ",12 ,0.0,"3,777 ",0.8,4 ,10.8%,2.3%,$1.82,$1.37 - $2.27,B0CR3RGPQ5,3.6%,2.3%,B09JFRWZYC,3.6%,0.0%,B00AJOTY3Q,3.5%,0.0%,"B0CHFGSRLG,B00AJOTY3Q,B0CR3RGPQ5,B09JFZTWVJ,B0CQX2DSVV,B07MJ24SVV,B0CH8MNLW8,B07F2NY4NC,B08HH19LB3,B0CN153DJX","Shirt, Dress Shirt, Black, Dress"
mens white short sleeve dress shirt,男士白色短袖正装衬衫,,0.04%,自然搜索词,618 ,1.0,B09XX7ND2T,"427,569","3,412 ",100 ,2.96%,"85,243 ","1,482 ",3 ,0.0,"2,898 ",1.2,23 ,19.0%,5.4%,$0.87,$0.60 - $1.74,B000PHI5LE,7.2%,2.7%,B0CWVFMRT9,6.3%,1.8%,B09Q53NNX5,5.5%,0.9%,"B00GJB27D2,B000PHI5LE,B0CP2H2RKN,B09Q5F2CTV,B0CSCN6VLS,B0CR36G755,B0CTQPLV8H,B0CQLPPT37,B0CWVF7DM2,B0D5H2PGK4","Shirt, Short, Dress, Short Sleeve, White, Sleeve"
shirt and tie sets for men,男士衬衫和领带套装,,0.04%,自然搜索词,613 ,1.0,B0CHFG1KHT,"431,094","3,220 ",256 ,7.98%,"68,280 ","1,444 ",6 ,1.0,"1,498 ",2.2,18 ,8.2%,1.4%,$0.69,$0.55 - $0.87,B00NZ9ZW06,2.8%,0.0%,B0BKT4XS1L,2.8%,0.0%,B07239D88M,2.6%,1.4%,"B0BFFG6JHK,B0CW66G3VB,B0CWLGHW4S,B00NZ9ZW06,B0BKT4XS1L,B07239D88M,B00IE0RZ4W,B07K6BWTFK,B0CG6DC8MS,B0C1YVX67J",Shirt
hozier shirt,衬衫,,0.04%,SP广告词,613 ,2.0,B0C2H3D3T2/B087DXNJFV,"181,536","6,672 ",988 ,14.81%,"149,255 ","2,775 ",23 ,0.0,138 ,48.4,69 ,36.4%,22.7%,$0.54,$0.40 - $0.68,B0C71YVQT7,13.3%,8.2%,B0CT8H1ZHM,13.2%,0.9%,B0C71TC72D,9.9%,13.6%,"B0C71TC72D,B0C71YPV73,B0D3WNYPZY,B0CQPRR66C,B0CM4KNG46,B0C71YVQT7,B0C6FTYQGF,B0D2Z15HMS,B0C71YJ8VB,B0CP2XYVN9","Shirt, hozier"
linen shirt for men,男士亚麻衬衫,,0.04%,自然搜索词/SP广告词,612 ,1.0,B0C2H3D3T2,"479,566","3,588 ",94 ,2.63%,"80,820 ","1,507 ",3 ,3.0,"5,917 ",0.6,20 ,12.6%,3.4%,$1.09,$0.81 - $1.36,B0BVB6LQPT,5.9%,2.0%,B0BVB6FXR1,3.6%,0.7%,B0BVB7THLY,3.1%,0.7%,"B0BVB6LQPT,B08CGQ1Q6F,B0CWH3G4KM,B09NKV5JML,B086D42D51,B0CQ1KKKGJ,B0CWKTJHGV,B0C6SPBJ46,B0CP1N34D6,B0CLL2CCJR","Linen, Shirt"
shirts for men fashion,男士时尚衬衫,,0.04%,SP广告词,612 ,2.0,B0C2H3D3T2/B087F14JLF,"434,126","3,385 ",234 ,6.93%,"92,870 ","1,664 ",6 ,0.0,"68,538 ",0.1,38 ,5.2%,2.9%,$0.56,$0.43 - $0.70,B0CNSVJGBV,1.9%,0.0%,B0CNXHLGN5,1.7%,2.9%,B0B5GG9CPR,1.6%,0.0%,"B0CMH23KSN,B07Q5Y1BWQ,B0CNSVJGBV,B0CNXHLGN5,B0BLYXM1XB,B0CL6T64BG,B08BL59PTB,B0CS5YKF6B,B0C5MFJCSM,B083P314GB",Fashion
white collar shirt men,白领衬衫男士,,0.04%,自然搜索词,608 ,2.0,B09XX7ND2T/B0CHFG1KHT,"895,727","1,381 ",18 ,1.31%,"32,813 ",642 ,1 ,0.0,"9,871 ",0.1,4 ,9.5%,6.6%,$0.91,$0.79 - $1.12,B06WGXDZSJ,3.6%,3.3%,B010C7MHUQ,3.3%,1.6%,B075LZN9LP,2.6%,1.6%,"B06WGXDZSJ,B010C7MHUQ,B09JFR5KZQ,B009ESZFLI,B09Q53NNX5,B000PHG4US,B0C3D86Q2X,B075LYLXP5,B0CN15P53X,B07KM11S5F","Shirt, White, Collar"
black shirt,黑衬衫,,0.04%,SP广告词,603 ,5.0,B0C7MWTWKF/B087F6HJHW/B087F14JLF/B087F3JMFW/B087DXNJFV,"30,093","46,102 ","1,982 ",4.30%,"1,369,163 ","21,210 ",46 ,0.0,"61,434 ",0.8,725 ,10.7%,2.4%,$0.94,$0.70 - $1.19,B07612XWR9,3.8%,1.1%,B07JBRGFH4,3.6%,1.3%,B0BZDLXKTS,3.4%,0.0%,"B07JDFPQTC,B07JBRGFH4,B07612XWR9,B08F2ND1BC,B00NOY3JSE,B0711CH2PT,B00KBZOTKG,B07JBS5BJQ,B0BVFR5679,B07682XJM1","Shirt, Black"
mens cotton button down shirts,男式纯棉纽扣衬衫,Y,0.04%,自然搜索词/AC推荐词,599 ,2.0,B09XX7ND2T/B0C2H3D3T2,"890,671","1,596 ",45 ,2.86%,"36,434 ",647 ,2 ,0.0,"9,316 ",0.2,24 ,8.9%,0.0%,$1.01,$0.76 - $1.26,B07JJJ6GR7,3.3%,0.0%,B0B28SWXWP,3.3%,0.0%,B0BV27DL6Y,2.4%,0.0%,"B0B28SWXWP,B09XX7ND2T,B0C4FP3JY3,B0C3D5HR1L,B07JJJ6GR7,B0BV269XML,B08SQWCV6W,B07756DQ8K,B06W57VDYM,B06XWQ82LM","Button, Cotton, Button Down"
men's button down shirts long sleeve,男士纽扣衬衫长袖,,0.04%,自然搜索词,599 ,2.0,B087DXNJFV/B0CHFG1KHT,"866,735","1,685 ",226 ,13.42%,"49,490 ",809 ,6 ,0.0,"5,869 ",0.3,43 ,8.3%,1.5%,$1.40,$0.83 - $2.81,B0B28SWXWP,3.7%,0.0%,B0C4B1CJJL,2.6%,0.0%,B000PHG4N0,2.0%,1.5%,"B0B28SWXWP,B06XWQ82LM,B07756DQ8K,B0C4B1CJJL,B000PHG4N0,B09JFZTWVJ,B079ZQRFF1,B07BN248M3,B0CYZWHHGV,B081SLN1VL","Button, Sleeve, Long, Long Sleeve"
beach shirt men,沙滩衫男士,,0.04%,自然搜索词/HR推荐词,599 ,1.0,B0C2H3D3T2,"450,600","3,576 ",636 ,17.81%,"86,833 ","1,763 ",15 ,0.0,"16,934 ",0.2,17 ,8.5%,1.7%,$1.20,$0.89 - $1.50,B0BV241H3F,3.4%,0.8%,B0CJTXKT89,2.7%,0.0%,B0CJ55SX71,2.3%,0.8%,"B0BV241H3F,B0CJTXKT89,B08SQ6HHSG,B0CNJRTG4H,B0CMH433G7,B0CJ55SX71,B08FHQVRH8,B0CL6WMYZX,B0CQ1KKKGJ,B0CDGQ82NG","Beach, Shirt"
coofandy shirts for men casual,男士休闲coofandy衬衫,,0.04%,自然搜索词,597 ,1.0,B0CW3F1BMR,"454,311","3,250 ",99 ,3.06%,"66,440 ","1,332 ",3 ,0.0,986 ,3.3,41 ,9.9%,2.6%,$1.02,$0.76 - $1.28,B0BVB6LQPT,4.4%,0.7%,B0BVB7THLY,3.1%,2.0%,B09N6LNB8R,2.4%,0.0%,"B0BVB6LQPT,B083P314GB,B093RZQLVX,B0CMV4722V,B09N6LNB8R,B08L6G6HCN,B09LVJKN4T,B0CQLRQCYF,B0D4S64ZTM,B0CMPX8C4M","Casual, Coofandy"
john summit,约翰峰会,,0.04%,自然搜索词,596 ,1.0,B0C2H3D3T2,"436,114","3,586 ",123 ,3.44%,"86,869 ","1,775 ",3 ,37.0,103 ,34.8,19 ,62.9%,0.0%,$0.20,$0.18 - $0.21,B06XRV1Y2S,54.5%,0.0%,B0BWQW2B3K,4.4%,0.0%,B0CGK397YB,4.1%,0.0%,"B0D2CSNYVX,B0CZ993MFC,B0CGK397YB,B0CGK97987,B0CZ92VC2L,B0D295CSV2,B0D7ZW32PX,B0D791BLPT,B0D2CYXTSD,B0D495RQSH",
